Occurrence,Filière,Produit,Indicateur,  Valeur 
2011/2012,Oléagineuses,Arachide,Superficie (Ha)," 15,498 "
2011/2012,Oléagineuses,Sésame,Production-T (Tonnes)," 1,610 "
2011/2012,Oléagineuses,Sésame,Superficie (Ha)," 1,350 "
2011/2012,Oléagineuses,Tournesol,Production-T (Tonnes)," 16,722 "
2011/2012,Oléagineuses,Tournesol,Superficie (Ha)," 10,679 "
2011/2012,Oliviers,Olivier,Production-T (Tonnes)," 1,315,793 "
2011/2012,Oliviers,Olivier,Superficie (Ha)," 885,105 "
2011/2012,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes)," 101,862 "
2011/2012,Palmiers-Dattiers,Palmier dattier,Superficie (Ha)," 57,035 "
2011/2012,Rosacées,Abricotier,Production-T (Tonnes)," 122,382 "
2011/2012,Rosacées,Abricotier,Superficie (Ha)," 12,223 "
2011/2012,Rosacées,Autres plantations fruitières,Production-T (Tonnes)," 46,273 "
2011/2012,Rosacées,Autres plantations fruitières,Superficie (Ha)," 4,301 "
2011/2012,Rosacées,Avocatier,Production-T (Tonnes)," 5,434 "
2011/2012,Rosacées,Avocatier,Superficie (Ha)," 2,475 "
2011/2012,Rosacées,Bananier,Production-T (Tonnes)," 222,267 "
2011/2012,Rosacées,Bananier,Superficie (Ha)," 5,402 "
2011/2012,Rosacées,Caroubier,Production-T (Tonnes)," 1,137 "
2011/2012,Rosacées,Caroubier,Superficie (Ha), 252 
2011/2012,Rosacées,Cerisier,Production-T (Tonnes)," 7,196 "
2011/2012,Rosacées,Cerisier,Superficie (Ha)," 1,437 "
2011/2012,Rosacées,Cognassier,Production-T (Tonnes)," 45,804 "
2011/2012,Rosacées,Cognassier,Superficie (Ha)," 3,387 "
2011/2012,Rosacées,Figuier,Production-T (Tonnes)," 102,695 "
2011/2012,Rosacées,Figuier,Superficie (Ha)," 51,020 "
2011/2012,Rosacées,Grenadier,Production-T (Tonnes)," 76,032 "
2011/2012,Rosacées,Grenadier,Superficie (Ha)," 8,218 "
2011/2012,Rosacées,Néflier,Production-T (Tonnes)," 8,682 "
2011/2012,Rosacées,Néflier,Superficie (Ha), 473 
2011/2012,Rosacées,Noyer,Production-T (Tonnes)," 8,319 "
2011/2012,Rosacées,Noyer,Superficie (Ha)," 4,881 "
2011/2012,Rosacées,Pacanier,Production-T (Tonnes), 64 
2011/2012,Rosacées,Pacanier,Superficie (Ha), 73 
2011/2012,Rosacées,Pêcher-nectarine,Production-T (Tonnes)," 70,396 "
2011/2012,Rosacées,Pêcher-nectarine,Superficie (Ha)," 5,637 "
2011/2012,Rosacées,Pistachier,Production-T (Tonnes), 104 
2011/2012,Rosacées,Pistachier,Superficie (Ha), 91 
2011/2012,Rosacées,Poirier,Production-T (Tonnes)," 29,791 "
2011/2012,Rosacées,Poirier,Superficie (Ha)," 2,904 "
2011/2012,Rosacées,Pommier,Production-T (Tonnes)," 485,588 "
2011/2012,Rosacées,Pommier,Superficie (Ha)," 40,518 "
2011/2012,Rosacées,Prunier,Production-T (Tonnes)," 75,223 "
2011/2012,Rosacées,Prunier,Superficie (Ha)," 14,194 "
2011/2012,Sucrières,Betterave à sucre,Production-T (Tonnes)," 1,604,980 "
2011/2012,Sucrières,Betterave à sucre,Superficie (Ha)," 30,611 "
2011/2012,Sucrières,Canne à sucre,Production-T (Tonnes)," 535,985 "
2011/2012,Sucrières,Canne à sucre,Superficie (Ha)," 15,574 "
2011/2012,Vignes,Raisin de cuve,Production-T (Tonnes)," 83,953 "
2011/2012,Vignes,Raisin de cuve,Superficie (Ha)," 9,211 "
2011/2012,Vignes,Raisin de table,Production-T (Tonnes)," 193,159 "
2011/2012,Vignes,Raisin de table,Superficie (Ha)," 33,916 "
2012/2013,Agrumes,Autres agrumes,Production-T (Tonnes)," 10,901 "
2012/2013,Agrumes,Autres agrumes,Superficie (Ha), 991 
2012/2013,Agrumes,Citron,Production-T (Tonnes)," 26,942 "
2012/2013,Agrumes,Citron,Superficie (Ha)," 2,676 "
2012/2013,Agrumes,Orange_Autres,Production-T (Tonnes)," 37,233 "
2012/2013,Agrumes,Orange_Autres,Superficie (Ha)," 3,560 "
2012/2013,Agrumes,Orange_Maroc late,Production-T (Tonnes)," 354,053 "
2012/2013,Agrumes,Orange_Maroc late,Superficie (Ha)," 24,020 "
2012/2013,Agrumes,Orange_Navel,Production-T (Tonnes)," 277,877 "
2012/2013,Agrumes,Orange_Navel,Superficie (Ha)," 17,659 "
2012/2013,Agrumes,Orange_Navel lane late,Production-T (Tonnes)," 11,069 "
2012/2013,Agrumes,Orange_Navel lane late,Superficie (Ha)," 1,477 "
2012/2013,Agrumes,Orange_Navel late,Production-T (Tonnes)," 2,130 "
2012/2013,Agrumes,Orange_Navel late,Superficie (Ha), 544 
2012/2013,Agrumes,Orange_Navelina,Production-T (Tonnes), 115 
2012/2013,Agrumes,Orange_Navelina,Superficie (Ha), 86 
2012/2013,Agrumes,Orange_Salustiana,Production-T (Tonnes)," 19,226 "
2012/2013,Agrumes,Orange_Salustiana,Superficie (Ha)," 1,089 "
2012/2013,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes)," 56,247 "
2012/2013,Agrumes,Orange_Washignton sanguine,Superficie (Ha)," 3,235 "
2012/2013,Agrumes,Pamplemousse,Production-T (Tonnes), 120 
2012/2013,Agrumes,Pamplemousse,Superficie (Ha), 38 
2012/2013,Agrumes,Petit fruit_Autres,Production-T (Tonnes)," 43,961 "
2012/2013,Agrumes,Petit fruit_Autres,Superficie (Ha)," 6,098 "
2012/2013,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes)," 379,378 "
2012/2013,Agrumes,Petit fruit_Clémentine,Superficie (Ha)," 29,280 "
2012/2013,Agrumes,Petit fruit_Fortune,Production-T (Tonnes), 864 
2012/2013,Agrumes,Petit fruit_Fortune,Superficie (Ha), 48 
2012/2013,Agrumes,Petit fruit_Nador cott,Production-T (Tonnes)," 59,806 "
2012/2013,Agrumes,Petit fruit_Nador cott,Superficie (Ha)," 3,647 "
2012/2013,Agrumes,Petit fruit_Nour,Production-T (Tonnes)," 95,310 "
2012/2013,Agrumes,Petit fruit_Nour,Superficie (Ha)," 7,194 "
2012/2013,Agrumes,Petit fruit_Nova,Production-T (Tonnes)," 7,679 "
2012/2013,Agrumes,Petit fruit_Nova,Superficie (Ha), 583 
2012/2013,Agrumes,Petit fruit_Nules,Production-T (Tonnes)," 59,739 "
2012/2013,Agrumes,Petit fruit_Nules,Superficie (Ha)," 7,361 "
2012/2013,Agrumes,Petit fruit_Ortanique,Production-T (Tonnes)," 8,309 "
2012/2013,Agrumes,Petit fruit_Ortanique,Superficie (Ha), 456 
2012/2013,Amandiers,Amandier,Production-T (Tonnes)," 93,310 "
2012/2013,Amandiers,Amandier,Superficie (Ha)," 155,545 "
2012/2013,Céréales,Avoine,Production-T (Tonnes)," 46,331 "
2012/2013,Céréales,Avoine,Superficie (Ha)," 31,230 "
2012/2013,Céréales,Blé dur,Production-T (Tonnes)," 1,897,234 "
2012/2013,Céréales,Blé dur,Superficie (Ha)," 943,227 "
2012/2013,Céréales,Blé tendre,Production-T (Tonnes)," 5,036,749 "
2012/2013,Céréales,Blé tendre,Superficie (Ha)," 2,241,324 "
2012/2013,Céréales,Mais,Production-T (Tonnes)," 118,136 "
2012/2013,Céréales,Mais,Superficie (Ha)," 177,248 "
2012/2013,Céréales,Orge,Production-T (Tonnes)," 2,722,622 "
2012/2013,Céréales,Orge,Superficie (Ha)," 1,952,472 "
2012/2013,Céréales,Riz,Production-T (Tonnes)," 37,716 "
2012/2013,Céréales,Riz,Superficie (Ha)," 5,000 "
2012/2013,Céréales,Sorgho,Production-T (Tonnes)," 4,840 "
2012/2013,Céréales,Sorgho,Superficie (Ha)," 4,550 "
2012/2013,Fourragères,Avoine vert,Production-T (Tonnes)," 601,783 "
2012/2013,Fourragères,Avoine vert,Superficie (Ha)," 32,899 "
2012/2013,Fourragères,Bersim,Production-T (Tonnes)," 3,400,658 "
2012/2013,Fourragères,Bersim,Superficie (Ha)," 67,563 "
2012/2013,Fourragères,Lupin,Production-T (Tonnes)," 35,244 "
2012/2013,Fourragères,Lupin,Superficie (Ha)," 1,310 "
2012/2013,Fourragères,Luzerne,Production-T (Tonnes)," 5,882,235 "
2012/2013,Fourragères,Luzerne,Superficie (Ha)," 108,818 "
2012/2013,Fourragères,Mais fourrager,Production-T (Tonnes)," 2,268,752 "
2012/2013,Fourragères,Mais fourrager,Superficie (Ha)," 51,025 "
2012/2013,Fourragères,Mélange fourrager,Production-T (Tonnes)," 246,495 "
2012/2013,Fourragères,Mélange fourrager,Superficie (Ha)," 21,139 "
2012/2013,Fourragères,Orge fourrager,Production-T (Tonnes)," 1,702,486 "
2012/2013,Fourragères,Orge fourrager,Superficie (Ha)," 111,456 "
2012/2013,Fourragères,Pois fourrager,Production-T (Tonnes)," 71,035 "
2012/2013,Fourragères,Pois fourrager,Superficie (Ha)," 15,750 "
2012/2013,Fourragères,Sorgho fourrager,Production-T (Tonnes)," 32,515 "
2012/2013,Fourragères,Sorgho fourrager,Superficie (Ha), 774 
2012/2013,Fourragères,Triticale,Production-T (Tonnes)," 1,807 "
2012/2013,Fourragères,Triticale,Superficie (Ha), 449 
2012/2013,Fourragères,Vesce avoine,Production-T (Tonnes)," 170,775 "
2012/2013,Fourragères,Vesce avoine,Superficie (Ha)," 15,750 "
2012/2013,Industrielles,Autres Cultures Industrielles,Production-T (Tonnes), 64 
2012/2013,Industrielles,Autres Cultures Industrielles,Superficie (Ha), 0 
2012/2013,Industrielles,Cannabis,Superficie (Ha)," 71,640 "
2012/2013,Industrielles,Câprier,Production-T (Tonnes)," 28,400 "
2012/2013,Industrielles,Câprier,Superficie (Ha)," 22,445 "
2012/2013,Industrielles,Coriandre récoltée,Production-T (Tonnes), 400 
2012/2013,Industrielles,Coriandre récoltée,Superficie (Ha), 200 
2012/2013,Industrielles,Henné,Production-T (Tonnes), 892 
2012/2013,Industrielles,Henné,Superficie (Ha)," 1,540 "
2012/2013,Industrielles,Rosier,Superficie (Ha), 45 
2012/2013,Industrielles,Safran,Production-T (Tonnes), 5 
2012/2013,Industrielles,Safran,Superficie (Ha), 900 
2012/2013,Industrielles,Sorgho a balais,Production-T (Tonnes), 112 
2012/2013,Industrielles,Sorgho a balais,Superficie (Ha), 140 
2012/2013,Industrielles,Tabac,Production-T (Tonnes), 360 
2012/2013,Industrielles,Tabac,Superficie (Ha), 410 
2012/2013,Légumineuses,Autres légumineuses,Production-T (Tonnes)," 30,283 "
2012/2013,Légumineuses,Autres légumineuses,Superficie (Ha)," 25,177 "
2012/2013,Légumineuses,Fève,Production-T (Tonnes)," 153,388 "
2012/2013,Légumineuses,Fève,Superficie (Ha)," 202,790 "
2012/2013,Légumineuses,Lentille,Production-T (Tonnes)," 42,949 "
2012/2013,Légumineuses,Lentille,Superficie (Ha)," 53,266 "
2012/2013,Légumineuses,Orobe,Production-T (Tonnes)," 1,360 "
2012/2013,Légumineuses,Orobe,Superficie (Ha)," 3,700 "
2012/2013,Légumineuses,Petit pois,Production-T (Tonnes)," 36,328 "
2012/2013,Légumineuses,Petit pois,Superficie (Ha)," 55,091 "
2012/2013,Légumineuses,Pois chiche,Production-T (Tonnes)," 24,924 "
2012/2013,Légumineuses,Pois chiche,Superficie (Ha)," 56,939 "
2012/2013,Maraîchage,Ail,Production-T (Tonnes)," 6,784 "
2012/2013,Maraîchage,Ail,Superficie (Ha)," 1,058 "
2012/2013,Maraîchage,Artichaut,Production-T (Tonnes)," 62,074 "
2012/2013,Maraîchage,Artichaut,Superficie (Ha)," 3,487 "
2012/2013,Maraîchage,Asperge,Production-T (Tonnes), -   
2012/2013,Maraîchage,Asperge,Superficie (Ha), -   
2012/2013,Maraîchage,Aubergine,Production-T (Tonnes)," 71,977 "
2012/2013,Maraîchage,Aubergine,Superficie (Ha)," 2,783 "
2012/2013,Maraîchage,Autres cultures maraichères,Production-T (Tonnes)," 317,659 "
2012/2013,Maraîchage,Autres cultures maraichères,Superficie (Ha)," 16,462 "
2012/2013,Maraîchage,Betterave potager,Production-T (Tonnes)," 33,687 "
2012/2013,Maraîchage,Betterave potager,Superficie (Ha)," 1,155 "
2012/2013,Maraîchage,Carotte,Production-T (Tonnes)," 509,371 "
2012/2013,Maraîchage,Carotte,Superficie (Ha)," 14,014 "
2012/2013,Maraîchage,Choux fleur,Production-T (Tonnes)," 48,162 "
2012/2013,Maraîchage,Choux fleur,Superficie (Ha)," 1,702 "
2012/2013,Maraîchage,Choux pomme,Production-T (Tonnes)," 95,426 "
2012/2013,Maraîchage,Choux pomme,Superficie (Ha)," 3,072 "
2012/2013,Maraîchage,Concombre,Production-T (Tonnes)," 48,246 "
2012/2013,Maraîchage,Concombre,Superficie (Ha)," 1,289 "
2012/2013,Maraîchage,Courge courgette,Production-T (Tonnes)," 224,315 "
2012/2013,Maraîchage,Courge courgette,Superficie (Ha)," 8,089 "
2012/2013,Maraîchage,Fève verte,Production-T (Tonnes)," 154,415 "
2012/2013,Maraîchage,Fève verte,Superficie (Ha)," 11,830 "
2012/2013,Maraîchage,Fraisier,Production-T (Tonnes)," 145,233 "
2012/2013,Maraîchage,Fraisier,Superficie (Ha)," 3,526 "
2012/2013,Maraîchage,Framboise,Production-T (Tonnes)," 9,902 "
2012/2013,Maraîchage,Framboise,Superficie (Ha), 750 
2012/2013,Maraîchage,Haricot vert,Production-T (Tonnes)," 154,663 "
2012/2013,Maraîchage,Haricot vert,Superficie (Ha)," 6,156 "
2012/2013,Maraîchage,Melon,Production-T (Tonnes)," 700,035 "
2012/2013,Maraîchage,Melon,Superficie (Ha)," 21,637 "
2012/2013,Maraîchage,Menthe,Production-T (Tonnes)," 87,602 "
2012/2013,Maraîchage,Menthe,Superficie (Ha)," 3,491 "
2012/2013,Maraîchage,Myrtille,Production-T (Tonnes)," 4,864 "
2012/2013,Maraîchage,Myrtille,Superficie (Ha), 350 
2012/2013,Maraîchage,Navet,Production-T (Tonnes)," 171,287 "
2012/2013,Maraîchage,Navet,Superficie (Ha)," 7,302 "
2012/2013,Maraîchage,Niora,Production-T (Tonnes)," 21,181 "
2012/2013,Maraîchage,Niora,Superficie (Ha), 994 
2012/2013,Maraîchage,Oignon,Production-T (Tonnes)," 929,866 "
2012/2013,Maraîchage,Oignon,Superficie (Ha)," 33,654 "
2012/2013,Maraîchage,Oignon vert,Production-T (Tonnes)," 7,422 "
2012/2013,Maraîchage,Oignon vert,Superficie (Ha), 492 
2012/2013,Maraîchage,Pastèque,Production-T (Tonnes)," 611,474 "
2012/2013,Maraîchage,Pastèque,Superficie (Ha)," 14,104 "
2012/2013,Maraîchage,Patate douce,Production-T (Tonnes)," 26,450 "
2012/2013,Maraîchage,Patate douce,Superficie (Ha)," 1,079 "
2012/2013,Maraîchage,Petit Pois vert,Production-T (Tonnes)," 125,482 "
2012/2013,Maraîchage,Petit Pois vert,Superficie (Ha)," 23,203 "
2012/2013,Maraîchage,Piment poivron,Production-T (Tonnes)," 179,859 "
2012/2013,Maraîchage,Piment poivron,Superficie (Ha)," 4,845 "
2012/2013,Maraîchage,Pomme de terre,Production-T (Tonnes)," 1,928,606 "
2012/2013,Maraîchage,Pomme de terre,Superficie (Ha)," 53,048 "
2012/2013,Maraîchage,Tomate,Production-T (Tonnes)," 1,293,320 "
2012/2013,Maraîchage,Tomate,Superficie (Ha)," 14,017 "
2012/2013,Oléagineuses,Arachide,Production-T (Tonnes)," 38,790 "
2012/2013,Oléagineuses,Arachide,Superficie (Ha)," 16,300 "
2012/2013,Oléagineuses,Sésame,Production-T (Tonnes), 375 
2012/2013,Oléagineuses,Sésame,Superficie (Ha), 625 
2012/2013,Oléagineuses,Tournesol,Production-T (Tonnes)," 18,989 "
2012/2013,Oléagineuses,Tournesol,Superficie (Ha)," 17,006 "
2012/2013,Oliviers,Olivier,Production-T (Tonnes)," 1,174,698 "
2012/2013,Oliviers,Olivier,Superficie (Ha)," 922,235 "
2012/2013,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes)," 111,924 "
2012/2013,Palmiers-Dattiers,Palmier dattier,Superficie (Ha)," 57,384 "
2012/2013,Rosacées,Abricotier,Production-T (Tonnes)," 100,690 "
2012/2013,Rosacées,Abricotier,Superficie (Ha)," 12,297 "
2012/2013,Rosacées,Autres plantations fruitières,Production-T (Tonnes)," 58,186 "
2012/2013,Rosacées,Autres plantations fruitières,Superficie (Ha)," 17,084 "
2012/2013,Rosacées,Avocatier,Production-T (Tonnes)," 28,080 "
2012/2013,Rosacées,Avocatier,Superficie (Ha)," 2,409 "
2012/2013,Rosacées,Bananier,Production-T (Tonnes)," 302,769 "
2012/2013,Rosacées,Bananier,Superficie (Ha)," 9,241 "
2012/2013,Rosacées,Caroubier,Production-T (Tonnes)," 3,705 "
2012/2013,Rosacées,Caroubier,Superficie (Ha), 674 
2012/2013,Rosacées,Cerisier,Production-T (Tonnes)," 15,199 "
2012/2013,Rosacées,Cerisier,Superficie (Ha)," 1,640 "
2012/2013,Rosacées,Cognassier,Production-T (Tonnes)," 45,370 "
2012/2013,Rosacées,Cognassier,Superficie (Ha)," 3,502 "
2012/2013,Rosacées,Figuier,Production-T (Tonnes)," 112,537 "
2012/2013,Rosacées,Figuier,Superficie (Ha)," 54,674 "
2012/2013,Rosacées,Grenadier,Production-T (Tonnes)," 122,723 "
2012/2013,Rosacées,Grenadier,Superficie (Ha)," 9,886 "
2012/2013,Rosacées,Néflier,Production-T (Tonnes)," 6,149 "
2012/2013,Rosacées,Néflier,Superficie (Ha), 436 
2012/2013,Rosacées,Noyer,Production-T (Tonnes)," 14,235 "
2012/2013,Rosacées,Noyer,Superficie (Ha)," 6,838 "
2012/2013,Rosacées,Pacanier,Production-T (Tonnes), 209 
2012/2013,Rosacées,Pacanier,Superficie (Ha), 75 
2012/2013,Rosacées,Pêcher-nectarine,Production-T (Tonnes)," 76,105 "
2012/2013,Rosacées,Pêcher-nectarine,Superficie (Ha)," 6,403 "
2012/2013,Rosacées,Pistachier,Production-T (Tonnes), 114 
2012/2013,Rosacées,Pistachier,Superficie (Ha), 65 
2012/2013,Rosacées,Poirier,Production-T (Tonnes)," 43,042 "
2012/2013,Rosacées,Poirier,Superficie (Ha)," 3,176 "
2012/2013,Rosacées,Pommier,Production-T (Tonnes)," 583,230 "
2012/2013,Rosacées,Pommier,Superficie (Ha)," 41,771 "
2012/2013,Rosacées,Prunier,Production-T (Tonnes)," 109,363 "
2012/2013,Rosacées,Prunier,Superficie (Ha)," 14,618 "
2012/2013,Sucrières,Betterave à sucre,Production-T (Tonnes)," 2,142,221 "
2012/2013,Sucrières,Betterave à sucre,Superficie (Ha)," 37,205 "
2012/2013,Sucrières,Canne à sucre,Production-T (Tonnes)," 619,561 "
2012/2013,Sucrières,Canne à sucre,Superficie (Ha)," 15,457 "
2012/2013,Vignes,Raisin de cuve,Production-T (Tonnes)," 109,573 "
2012/2013,Vignes,Raisin de cuve,Superficie (Ha)," 9,242 "
2012/2013,Vignes,Raisin de table,Production-T (Tonnes)," 223,702 "
2012/2013,Vignes,Raisin de table,Superficie (Ha)," 33,220 "
2013/2014,Agrumes,Autres agrumes,Production-T (Tonnes)," 13,261 "
2013/2014,Agrumes,Autres agrumes,Superficie (Ha), 777 
2013/2014,Agrumes,Citron,Production-T (Tonnes)," 26,451 "
2013/2014,Agrumes,Citron,Superficie (Ha)," 2,758 "
2013/2014,Agrumes,Orange_Autres,Production-T (Tonnes)," 27,277 "
2013/2014,Agrumes,Orange_Autres,Superficie (Ha)," 3,702 "
2013/2014,Agrumes,Orange_Maroc late,Production-T (Tonnes)," 495,882 "
2013/2014,Agrumes,Orange_Maroc late,Superficie (Ha)," 23,497 "
2013/2014,Agrumes,Orange_Navel,Production-T (Tonnes)," 348,606 "
2013/2014,Agrumes,Orange_Navel,Superficie (Ha)," 18,352 "
2013/2014,Agrumes,Orange_Navel lane late,Production-T (Tonnes)," 14,940 "
2013/2014,Agrumes,Orange_Navel lane late,Superficie (Ha)," 1,422 "
2013/2014,Agrumes,Orange_Navel late,Production-T (Tonnes)," 7,525 "
2013/2014,Agrumes,Orange_Navel late,Superficie (Ha)," 1,670 "
2013/2014,Agrumes,Orange_Navelina,Production-T (Tonnes), 246 
2013/2014,Agrumes,Orange_Navelina,Superficie (Ha), 148 
2013/2014,Agrumes,Orange_Salustiana,Production-T (Tonnes)," 28,587 "
2013/2014,Agrumes,Orange_Salustiana,Superficie (Ha)," 1,089 "
2013/2014,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes)," 78,183 "
2013/2014,Agrumes,Orange_Washignton sanguine,Superficie (Ha)," 3,313 "
2013/2014,Agrumes,Pamplemousse,Production-T (Tonnes), 475 
2013/2014,Agrumes,Pamplemousse,Superficie (Ha), 42 
2013/2014,Agrumes,Petit fruit_Autres,Production-T (Tonnes)," 75,336 "
2013/2014,Agrumes,Petit fruit_Autres,Superficie (Ha)," 6,759 "
2013/2014,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes)," 646,626 "
2013/2014,Agrumes,Petit fruit_Clémentine,Superficie (Ha)," 30,541 "
2013/2014,Agrumes,Petit fruit_Fortune,Production-T (Tonnes)," 1,008 "
2013/2014,Agrumes,Petit fruit_Fortune,Superficie (Ha), 48 
2013/2014,Agrumes,Petit fruit_Nador cott,Production-T (Tonnes)," 82,984 "
2013/2014,Agrumes,Petit fruit_Nador cott,Superficie (Ha)," 3,936 "
2013/2014,Agrumes,Petit fruit_Nour,Production-T (Tonnes)," 190,754 "
2013/2014,Agrumes,Petit fruit_Nour,Superficie (Ha)," 7,165 "
2013/2014,Agrumes,Petit fruit_Nova,Production-T (Tonnes)," 10,803 "
2013/2014,Agrumes,Petit fruit_Nova,Superficie (Ha), 764 
2013/2014,Agrumes,Petit fruit_Nules,Production-T (Tonnes)," 167,272 "
2013/2014,Agrumes,Petit fruit_Nules,Superficie (Ha)," 7,475 "
2013/2014,Agrumes,Petit fruit_Ortanique,Production-T (Tonnes)," 10,605 "
2013/2014,Agrumes,Petit fruit_Ortanique,Superficie (Ha), 513 
2013/2014,Amandiers,Amandier,Production-T (Tonnes)," 101,025 "
2013/2014,Amandiers,Amandier,Superficie (Ha)," 159,100 "
2013/2014,Céréales,Autres céréales,Production-T (Tonnes)," 4,852 "
2013/2014,Céréales,Autres céréales,Superficie (Ha)," 3,511 "
2013/2014,Céréales,Avoine,Production-T (Tonnes)," 36,618 "
2013/2014,Céréales,Avoine,Superficie (Ha)," 41,832 "
2013/2014,Céréales,Blé dur,Production-T (Tonnes)," 1,410,178 "
2013/2014,Céréales,Blé dur,Superficie (Ha)," 904,755 "
2013/2014,Céréales,Blé tendre,Production-T (Tonnes)," 3,705,706 "
2013/2014,Céréales,Blé tendre,Superficie (Ha)," 2,081,403 "
2013/2014,Céréales,Mais,Production-T (Tonnes)," 97,379 "
2013/2014,Céréales,Mais,Superficie (Ha)," 137,447 "
2013/2014,Céréales,Orge,Production-T (Tonnes)," 1,638,086 "
2013/2014,Céréales,Orge,Superficie (Ha)," 1,585,216 "
2013/2014,Céréales,Riz,Production-T (Tonnes)," 33,051 "
2013/2014,Céréales,Riz,Superficie (Ha)," 4,407 "
2013/2014,Céréales,Sorgho,Production-T (Tonnes)," 4,800 "
2013/2014,Céréales,Sorgho,Superficie (Ha)," 4,800 "
2013/2014,Fourragères,Autres cultures fourragères,Production-T (Tonnes)," 92,405 "
2013/2014,Fourragères,Autres cultures fourragères,Superficie (Ha)," 7,498 "
2013/2014,Fourragères,Avoine vert,Production-T (Tonnes)," 426,617 "
2013/2014,Fourragères,Avoine vert,Superficie (Ha)," 33,382 "
2013/2014,Fourragères,Bersim,Production-T (Tonnes)," 3,422,311 "
2013/2014,Fourragères,Bersim,Superficie (Ha)," 67,875 "
2013/2014,Fourragères,Lupin,Production-T (Tonnes)," 32,056 "
2013/2014,Fourragères,Lupin,Superficie (Ha)," 1,345 "
2013/2014,Fourragères,Luzerne,Production-T (Tonnes)," 5,453,524 "
2013/2014,Fourragères,Luzerne,Superficie (Ha)," 107,126 "
2013/2014,Fourragères,Mais fourrager,Production-T (Tonnes)," 1,492,672 "
2013/2014,Fourragères,Mais fourrager,Superficie (Ha)," 41,006 "
2013/2014,Fourragères,Mélange fourrager,Production-T (Tonnes)," 202,625 "
2013/2014,Fourragères,Mélange fourrager,Superficie (Ha)," 17,370 "
2013/2014,Fourragères,Orge fourrager,Production-T (Tonnes)," 1,790,688 "
2013/2014,Fourragères,Orge fourrager,Superficie (Ha)," 108,108 "
2013/2014,Fourragères,Pois fourrager,Production-T (Tonnes)," 80,586 "
